000000,97228990
000001,23884453
000002,38340678
000003,43820649
000004,9454524
000005,83259169
000006,82676747
000007,43558351
000008,88857587
000009,33861274
000010,50972671
000011,11286950
000012,12827905
000013,17288906
000014,73773499
000015,80230612
000016,27269976
000017,58859185
000018,67543771
000019,94863909
000020,49118909
000021,90372085
000022,93170715
000023,90568017
000024,98061146
000025,46218942
000026,44764882
000027,98453491
000028,42451427
000029,19373113
000030,92204909
000031,68892003
000032,94877004
000033,32824664
000034,56149485
000035,10284800
000036,82520166
000037,22781409
000038,57146337
000039,40541756
000040,50926110
000041,28177433
000042,75284292
000043,65894951
000044,65618906
000045,88298017
000046,68870502
000047,21430775
000048,5188175
000049,86022145
000050,3362722
000051,87901746
000052,47921425
000053,24428864
000054,935185
000055,65652783
000056,80390549
000057,82190310
000058,58742280
000059,79325592
000060,9630374
000061,41856039
000062,48659933
000063,40458292
000064,94645653
000065,71548004
000066,44799212
000067,95660258
000068,87355682
000069,79071090
000070,75128284
000071,14144177
000072,66386652
000073,4089151
000074,96629219
000075,13701205
000076,95488265
000077,21651851
000078,54694614
000079,73998985
000080,42388393
000081,64275465
000082,30716787
000083,89115520
000084,54399217
000085,85767636
000086,45736063
000087,20814731
000088,22314789
000089,88967567
000090,66483068
000091,64851948
000092,98906054
000093,43122692
000094,30712201
000095,67340529
000096,41130393
000097,57216512
000098,53245362
000099,9946463
000100,42677027
000101,29950884
000102,94142358
000103,82334038
000104,3548766
000105,61155531
000106,88408937
000107,36649699
000108,45208173
000109,16902470
000110,94965150
000111,90142866
000112,42146219
000113,30458454
000114,52508749
000115,41071202
000116,10829889
000117,41162398
000118,88600316
000119,24005749
000120,12912978
000121,39203292
000122,14047431
000123,30670650
000124,17388111
000125,49950205
000126,33022928
000127,17465355
000128,68607374
000129,21185677
000130,63686810
000131,39264042
000132,90437215
000133,13878308
000134,40411999
000135,43109952
000136,69947605
000137,38281214
000138,92426960
000139,8626939
000140,74707685
000141,98845128
000142,74510759
000143,7971619
000144,44114209
000145,22215543
000146,62431109
000147,44696701
000148,34335711
000149,32136084
000150,94937929
000151,68900347
000152,84046007
000153,11325016
000154,66858728
000155,40172482
000156,3280717
000157,19681258
000158,87161759
000159,99569489
000160,52500849
000161,15902118
000162,47408140
000163,46058696
000164,86570248
000165,23887861
000166,96133378
000167,69624194
000168,60131364
000169,64476696
000170,69236084
000171,80378700
000172,87284118
000173,12641327
000174,63686447
000175,51165324
000176,3579779
000177,11557487
000178,10030722
000179,54301888
000180,5293097
000181,53570243
000182,88128645
000183,8098963
000184,69044196
000185,83070510
000186,40801773
000187,72472363
000188,11435240
000189,54648609
000190,67007424
000191,13744480
000192,92917183
